#REFERENCE 0 47.2332780 26.7604950
D2a 47.2385320 26.7635079 0.000000 0.000000 0.00000 6.2000 0.00 
D2a 47.2347884 26.7614380 0.000000 0.000000 0.00000 6.2000 0.00 
D2a 47.2232822 26.7490929 0.000000 0.000000 0.00000 6.2000 0.00 
D2a 47.2231383 26.7492356 0.000000 0.000000 0.00000 6.2000 0.00 
D2a 47.2229250 26.7494070 0.000000 0.000000 0.00000 6.2000 0.00 
D2b 47.2385052 26.7634971 0.000000 0.000000 0.00000 6.2000 0.00 
D2b 47.2348052 26.7614497 0.000000 0.000000 0.00000 6.2000 0.00 
D2b 47.2232824 26.7490741 0.000000 0.000000 0.00000 6.2000 0.00 
D2b 47.2231240 26.7492320 0.000000 0.000000 0.00000 6.2000 0.00 
D2b 47.2229129 26.7493999 0.000000 0.000000 0.00000 6.2000 0.00 
D2c 47.2385188 26.7635031 0.000000 0.000000 0.00000 6.2000 0.00 
D2c 47.2347964 26.7614437 0.000000 0.000000 0.00000 6.2000 0.00 
D2c 47.2232860 26.7490800 0.000000 0.000000 0.00000 6.2000 0.00 
D2c 47.2231272 26.7492376 0.000000 0.000000 0.00000 6.2000 0.00 
D2c 47.2229229 26.7494006 0.000000 0.000000 0.00000 6.2000 0.00 
D3a 47.2385539 26.7635236 0.000000 0.000000 0.00000 6.2000 0.00 
D3a 47.2347711 26.7614288 0.000000 0.000000 0.00000 6.2000 0.00 
D3a 47.2233276 26.7490646 0.000000 0.000000 0.00000 6.2000 0.00 
D3a 47.2230755 26.7493029 0.000000 0.000000 0.00000 6.2000 0.00 
D3b 47.2385488 26.7635217 0.000000 0.000000 0.00000 6.2000 0.00 
D3b 47.2347742 26.7614310 0.000000 0.000000 0.00000 6.2000 0.00 
D3b 47.2233274 26.7490612 0.000000 0.000000 0.00000 6.2000 0.00 
D3b 47.2230740 26.7493010 0.000000 0.000000 0.00000 6.2000 0.00 
D4a 47.2385421 26.7635085 0.000000 0.000000 0.00000 6.2000 0.00 
D4a 47.2347839 26.7614335 0.000000 0.000000 0.00000 6.2000 0.00 
D4a 47.2232496 26.7491321 0.000000 0.000000 0.00000 6.2000 0.00 
D4a 47.2231780 26.7492040 0.000000 0.000000 0.00000 6.2000 0.00 
D4a 47.2229055 26.7494287 0.000000 0.000000 0.00000 6.2000 0.00 
D4b 47.2385469 26.7635101 0.000000 0.000000 0.00000 6.2000 0.00 
D4b 47.2347810 26.7614314 0.000000 0.000000 0.00000 6.2000 0.00 
D4b 47.2231864 26.7491989 0.000000 0.000000 0.00000 6.2000 0.00 
D4b 47.2229061 26.7494312 0.000000 0.000000 0.00000 6.2000 0.00 
