#REFERENCE 3 47.2332780 26.7604950
D2a 9.9590832 -7.1921853 0.000000 0.000000 0.00000 6.2000 2.84 
D2b 9.9880491 -7.2236868 0.000000 0.000000 0.00000 6.2000 2.76 
D2c 9.9727115 -7.2083757 0.000000 0.000000 0.00000 6.2000 2.85 
D3a 9.9215498 -7.1769770 0.000000 0.000000 0.00000 6.2000 3.87 
D3b 9.9269549 -7.1832125 0.000000 0.000000 0.00000 6.2000 3.81 
D4a 9.9549241 -7.1760913 0.000000 0.000000 0.00000 6.2000 3.51 
D4b 9.9502981 -7.1700328 0.000000 0.000000 0.00000 6.2000 3.83 
