#REFERENCE 3 47.2332780 26.7604950
81   33.12  -40.95   3.40   2.99   6.390    0.13   0.005  14.924   24.7 0.356  24.74 O1 0   33.4
81    0.09    0.67  13.55  12.34  38.520    0.09  61.653 1500.000 1108.4 0.356   0.00 2 1 1251.5
81    0.00    0.00 118.79  97.63  67.500    0.19   0.150 487.589  394.2 0.356   0.00 3 2  567.7
14    0.00    0.00    inf 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.00  59.045    0.13   0.000   0.000    0.0 0.356   0.00 4 3    0.0
81    1.69  -43.61  81.93  74.40  21.100    0.10   0.116 371.599  123.1 0.356  17.76 5 4  178.2
81  -10.32  -31.04  80.03  74.24  53.690    0.07   0.116 370.778  122.9 0.356  17.77 6 5  178.0
81  -20.30   23.79  77.04  70.12 -75.490    0.09   0.109 350.228  119.5 0.356  17.89 7 6  173.1
81  -56.11   10.36  77.70  69.99  79.340    0.10   0.109 349.544  119.4 0.356  17.90 8 7  173.0
81   39.36  -23.31  92.53  65.62  51.760    0.33   0.102 327.741  115.6 0.356  18.04 9 8  167.7
81    0.80    2.77  93.74  63.74 -24.000    0.37   0.099 318.356  113.9 0.356  18.10 10 9  165.3
81   15.27   56.39  80.32  63.19  29.020    0.24   0.098 315.571  113.4 0.356  18.12 11 10  164.6
81   46.55  -52.79  96.87  59.52 -57.050    0.45   0.093 297.242  110.1 0.356  18.25 12 11  159.9
81    4.29  -26.04 103.03  59.26  54.820    0.50   0.092 295.979  109.8 0.356  18.26 13 12  159.6
81  -41.64   29.45  93.01  54.57 -89.970    0.49   0.085 272.539  105.4 0.356  18.44 14 13  153.3
81    0.21    9.90 131.16  52.93 -48.010    0.72   0.082 264.377  103.8 0.356  18.50 15 14  151.0
81    4.62   -1.20  60.98  52.50  54.500    0.15   0.082 262.211  103.4 0.356  18.52 16 15  150.4
81   11.61  -65.34  83.44  50.60 -60.920    0.46   0.079 252.728  101.5 0.356  18.60 17 16  147.7
81   50.28  -38.96  55.10  48.85 -81.440    0.12   0.076 243.983   99.7 0.356  18.68 18 17  145.2
81   29.11   -2.36  50.81  47.40 -55.530    0.07   0.074 236.724   98.2 0.356  18.74 19 18  143.1
81    5.16   20.40  71.77  45.16  65.220    0.43   0.070 225.571   95.9 0.356  18.85 20 19  139.7
81    3.29   -0.96  64.46  44.84  48.100    0.35   0.070 223.971   95.5 0.356  18.86 21 20  139.3
81   27.69  -15.54  59.74  44.01   0.100    0.30   0.068 219.814   94.7 0.356  18.90 22 21  138.0
81  -45.68   16.28  47.77  43.20  61.600    0.10   0.067 215.767   93.8 0.356  18.94 23 22  136.7
81   -2.97  -61.58  92.92  43.06 -15.510    0.65   0.067 215.056   93.6 0.356  18.95 24 23  136.5
81  -17.63  -38.64  51.86  42.50 -13.230    0.20   0.066 212.267   93.0 0.356  18.98 25 24  135.6
81   -3.82    2.01  76.93  42.27 -28.340    0.54   0.066 211.110   92.8 0.356  18.99 26 25  135.3
81   49.16  -52.49  73.22  41.88 -52.810    0.51   0.065 209.189   92.3 0.356  19.01 27 26  134.7
