#REFERENCE 3 47.2332780 26.7604950
D2a 9.958 -7.192 0.000 0.000 0.00 6.200 2.85 -16.889 10.846 2.85 0.00
D2a 9.958 -7.192 0.000 0.000 0.00 6.200 2.85 -4.855 3.395 2.85 0.00
D2a 9.958 -7.192 0.000 0.000 0.00 6.200 2.85 32.131 -41.048 2.85 0.00
D2a 9.958 -7.192 0.000 0.000 0.00 6.200 2.85 32.593 -40.534 2.85 0.00
D2a 9.958 -7.192 0.000 0.000 0.00 6.200 2.85 33.279 -39.917 2.85 0.00
D2b 9.987 -7.223 0.000 0.000 0.00 6.200 2.77 -16.802 10.808 2.77 0.00
D2b 9.987 -7.223 0.000 0.000 0.00 6.200 2.77 -4.909 3.437 2.77 0.00
D2b 9.987 -7.223 0.000 0.000 0.00 6.200 2.77 32.130 -41.115 2.77 0.00
D2b 9.987 -7.223 0.000 0.000 0.00 6.200 2.77 32.639 -40.547 2.77 0.00
D2b 9.987 -7.223 0.000 0.000 0.00 6.200 2.77 33.318 -39.942 2.77 0.00
D2c 9.971 -7.208 0.000 0.000 0.00 6.200 2.85 -16.846 10.829 2.85 0.00
D2c 9.971 -7.208 0.000 0.000 0.00 6.200 2.85 -4.881 3.415 2.85 0.00
D2c 9.971 -7.208 0.000 0.000 0.00 6.200 2.85 32.119 -41.094 2.85 0.00
D2c 9.971 -7.208 0.000 0.000 0.00 6.200 2.85 32.629 -40.527 2.85 0.00
D2c 9.971 -7.208 0.000 0.000 0.00 6.200 2.85 33.286 -39.940 2.85 0.00
D3a 9.921 -7.176 0.000 0.000 0.00 6.200 3.89 -16.959 10.903 3.89 0.00
D3a 9.921 -7.176 0.000 0.000 0.00 6.200 3.89 -4.799 3.362 3.89 0.00
D3a 9.921 -7.176 0.000 0.000 0.00 6.200 3.89 31.985 -41.149 3.89 0.00
D3a 9.921 -7.176 0.000 0.000 0.00 6.200 3.89 32.795 -40.292 3.89 0.00
D3b 9.926 -7.182 0.000 0.000 0.00 6.200 3.80 -16.943 10.896 3.80 0.00
D3b 9.926 -7.182 0.000 0.000 0.00 6.200 3.80 -4.810 3.370 3.80 0.00
D3b 9.926 -7.182 0.000 0.000 0.00 6.200 3.80 31.986 -41.162 3.80 0.00
D3b 9.926 -7.182 0.000 0.000 0.00 6.200 3.80 32.800 -40.298 3.80 0.00
D4a 9.954 -7.175 0.000 0.000 0.00 6.200 3.53 -16.921 10.848 3.53 0.00
D4a 9.954 -7.175 0.000 0.000 0.00 6.200 3.53 -4.841 3.378 3.53 0.00
D4a 9.954 -7.175 0.000 0.000 0.00 6.200 3.53 32.236 -40.907 3.53 0.00
D4a 9.954 -7.175 0.000 0.000 0.00 6.200 3.53 32.466 -40.648 3.53 0.00
D4a 9.954 -7.175 0.000 0.000 0.00 6.200 3.53 33.342 -39.839 3.53 0.00
D4b 9.949 -7.169 0.000 0.000 0.00 6.200 3.81 -16.937 10.855 3.81 0.00
D4b 9.949 -7.169 0.000 0.000 0.00 6.200 3.81 -4.831 3.371 3.81 0.00
D4b 9.949 -7.169 0.000 0.000 0.00 6.200 3.81 32.439 -40.666 3.81 0.00
D4b 9.949 -7.169 0.000 0.000 0.00 6.200 3.81 33.340 -39.830 3.81 0.00
